,comment_text
100001,"== Lilian Cristina Aya Ramirez == 

 Do you know anything about Lilian Cristina Aya Ramirez?  The entry claims that she is a Venezuelan politician close to Hugo Chavez who was part of the Venezuelan branch of the Shining Path.  It seems to me quite possible that this is just some absurd claim by a Venezuelan right-winger who wants to paint Chavez up as a Senderista, which he obviously isn't.  But I've never heard of Lilian Cristina Aya Ramirez, nor have I ever heard of the group that the page claims is the Shining Path branch."
25823,"== Oh == 

 Oh who isn't Jewish?"
42243,The 2 photos in question are  and .
118966,""" 

 == Merged with Seacliff (disambiguation) == 

 Given the lack of discussion for the move to """"Sea Cliff"""" and the overlap between this page and Seacliff (disambiguation), I've merged the content of the two onto that page, and made this one redirect there.  I'll be checking for double redirects and the like.  """
22325,""" 
 == Your submission at Articles for creation == 
  Chameleon vision, which you submitted to Articles for creation, has been created. The article has been assessed as C-Class, which is recorded on the article's talk page. You may like to take a look at the grading scheme to see how you can improve the article. 
 You are more than welcome to continue making quality contributions to Wikipedia. Note that because you are a logged-in user, you can create articles yourself, and don't have to post a request. However, you are more than welcome to continue submitting work to Articles for Creation. 
 * If you have any questions, you are welcome to ask at the help desk. 
 * If you would like to help us improve this process, please consider . 
 Thank you for helping improve Wikipedia! 
   """
23892,""" 

 == Re: Seaborn Roddenberry == 

 Alright, excellent. I hadn't realized that all the wacky grammer was the result of vandalism, so I'm sorry if I made it difficut to clean up. Oh, and I found his succesor on the chart at U.S. Congresional Delegations from Georgia. Very useful. Cheers,|ck """
29733,sex is when a penis inters the vigina and it feels really good but it herts
99176,"Fuck the islamic poeple 
 '"
128156,"Insert non-formatted text here 
 #REDIRECT [[Big text]] 
 * Bulleted list item 
 # Numbered list item 

 :Insert non-formatted text here"
41668,""" 
 :Not only that but a quick look at your recent history reveals the same insertion of """"British Isles"""" into several other articles; not leas Ireland one where you knew it was out of order and highly provocative. ( )"""
24013,"== LOL == 

 Hey sorry for fucking with you on that mass effect article. I just love seeing all these robots on wikipedia get so angry over nothing."
79796,""" 
 ::While I agree that using typesetters-style quotation marks, which are near-universal in American usage would make sense as the article is written in American English, the current Manual of Style calls explicitly for so-called """"logical quotation"""" in all circumstances. So reverting your change to match that is well within another editor's purview. And he did explain himself, in that he included a link to the MOS, so your reversion of his reversion was unnecessary, as a) your initial edits were an unneeded change, and b) it's not considered an acceptable style here. (Frankly I think it's stupid. The rarity of so-called """"logical"""" style in standard American English means that people are forced to use an unfamiliar non-standard grammar when writing in American English. And there is nothing inherently superior about so called """"logical"""" style. The supposed accuracy it provides is based on a false idea that every single character between the quote marks must be part of the original material, which treats all quotes as a string of characters, which is not actual English, just a machine-like format. But I digress.)   """
61856,I like voluptuous hottie with large breasts
90540,":The link is fine, but copying the whole poem isn't. As you may have noticed, his article had another poem - sometime in 2010 someone substituted the whole page for the excerpt that I've replaced it with. I think that something should be in his page about both of these poems and both should be redirects - makes it easier for someone to learn about his poetry and not have to go from page to page. Do you want me to do that or will you? I probably can't do it until Friday."
89682,""" 

 == Disturbing email == 

 I have received a disturbing email from Technophant, sent by using my email contact here: 

 : Subject: YOU SICKO 
 : """"I should have known that you couldn't pass up on apparent opp. to """"finish me off"""". Your expressed hobby seems to be character assassination. My """"friend"""" agrees with that you are a special breed of horrible person."""" 

 I request that an admin remove Technophant's ability to misuse email contacts here.    """
150925,I think this should be merged into Dum-dum
53386,"ass, Equus africanus asinus"
88993,Cranky puppy.  Carnivorous fish require protein too!  But it's clear now...I'll troll for steak elsewhere.
